pdb,description,method,datapath,github,protein,virus,hasRerefinement,Molprobity_score
6xdh,"Full length SARS-CoV-2 Nsp15 (endoribonuclease)featuring an N-terminal oligomerisation domain, the middle domain, and the catalytic NendoU domain at the C-terminal. The model contains two Nsp15 monomers, one from each of the two trimers, which can be used to produce the full biological assembly (a hexamer consisting of a dimer of trimers) though generation of symmetry mates. This protein is bound to a citric acid. This X-ray crystal structure has data to a resolution of 2.35Å.",X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/6xdh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/6xdh,endornase,SARS-CoV-2,0,0.94
7k1l,"The crystal structure of the nsp15 endoribonuclease in complex with uridine-2',3'-vanadate. Further ligands are sulfate ion, acetate ion and 1,2-ethanediol.",X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/7k1l,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/7k1l,endornase,SARS-CoV-2,0,1.19
7k1o,"The nsp15 endoribonuclease crystal structure in complex with uridine-3',5'-diphosphate. A further ligand is 1,2-ethanediol.",X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/7k1o,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/7k1o,endornase,SARS-CoV-2,0,1.18
7k9p,The nsp15 endoribonuclease room temperature structure solved using SFX. As ligand it has citric acid.,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/7k9p,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/7k9p,endornase,SARS-CoV-2,0,1.34
5c8s,Exonuclease (NSP14) in complex with NSP10 from SARS-CoV. This X-ray crystal structure has data to a resolution of 3.326Å resolution. This model has a SAH and GpppA present as functional ligands. Exonuclease has two domains responsible for guanine-N7-methyltransferase & 3'-5' exoribonuclease activity with a flexible linker between. NSP10 acts as an activator protein for NSP14.,X-RAY DIFFRACTION,pdb/exonuclease-nsp10/SARS-CoV/5c8s,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/exonuclease-nsp10/SARS-CoV/5c8s,exonuclease-nsp10,SARS-CoV,0,3.4
5c8t,Exonuclease (NSP14) in complex with NSP10 from SARS-CoV. This X-ray crystal structure was phased using single-wavelength anomalous dispersion to 3.2Å resolution. This model has a SAM present as a functional ligand. Exonuclease has two domains responsible for guanine-N7-methyltransferase & 3'-5' exoribonuclease activity with a flexible linker between. NSP10 acts as an activator protein for NSP14.,X-RAY DIFFRACTION,pdb/exonuclease-nsp10/SARS-CoV/5c8t,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/exonuclease-nsp10/SARS-CoV/5c8t,exonuclease-nsp10,SARS-CoV,1,3.11
5c8u,Exonuclease (NSP14) in complex with NSP10 from SARS-CoV. This X-ray crystal structure was phased was phased using molecular replacement & has data to a resolution of 3.401Å resolution. Exonuclease has two domains responsible for guanine-N7-methyltransferase & 3'-5' exoribonuclease activity with a flexible linker between. NSP10 acts as an activator protein for NSP14.,X-RAY DIFFRACTION,pdb/exonuclease-nsp10/SARS-CoV/5c8u,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/exonuclease-nsp10/SARS-CoV/5c8u,exonuclease-nsp10,SARS-CoV,0,3.41
5nfy,Exonuclease (NSP14) in complex with NSP10 from SARS-CoV. This X-ray crystal structure was phased using multi-wavelength anomalous dispersion to 3.38Å resolution. Exonuclease has two domains responsible for guanine-N7-methyltransferase & 3'-5' exoribonuclease activity with a flexible linker between. NSP10 acts as an activator protein for NSP14.,X-RAY DIFFRACTION,pdb/exonuclease-nsp10/SARS-CoV/5nfy,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/exonuclease-nsp10/SARS-CoV/5nfy,exonuclease-nsp10,SARS-CoV,1,2.38
6jyt,Full length structure of Helicase (NSP13) from SARS-CoV. This X-ray crystal structure was phased using single-wavelength anomalous dispersion to 2.8Å resolution. Helicase is a 5 domain protein responsible for the unwinding & separation of double stranded RNA & DNA with a 5'-3' polarity with an N-terminal zinc binding domain.,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV/6jyt,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV/6jyt,helicase,SARS-CoV,1,2.69
5rl6,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z198195770. Its ligands are zinc ions, phosphate ions and N-[3-(carbamoylamino)phenyl]acetamide.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rl6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rl6,helicase,SARS-CoV-2,0,1.94
5rl7,Part of PanDDA analysis group deposition. SARS-Cov-2 helicase NSP13 screened against the DSL Fragment Library by X-ray Crystallography at the XChem facility of Diamond Light Source beamline I04-1. The potential binding ligand(s): [VVD](https://www.rcsb.org/ligand/VVD).,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rl7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rl7,helicase,SARS-CoV-2,0,2.17
5rl8,Part of PanDDA analysis group deposition. SARS-Cov-2 helicase NSP13 screened against the DSL Fragment Library by X-ray Crystallography at the XChem facility of Diamond Light Source beamline I04-1. The potential binding ligand(s): [VVG](https://www.rcsb.org/ligand/VVG).,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rl8,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rl8,helicase,SARS-CoV-2,0,2.28
5rl9,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z1703168683. Its ligands are zinc ions, phosphate ions and 1-(3-fluoro-4-methylphenyl)methanesulfonamide.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rl9,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rl9,helicase,SARS-CoV-2,0,1.76
5rlb,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z216450634. Its ligands are zinc ions, phosphate ions and N-cycloheptyl-N-methylmethanesulfonamide.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rlb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rlb,helicase,SARS-CoV-2,0,2.23
5rlc,Part of PanDDA analysis group deposition. SARS-Cov-2 helicase NSP13 screened against the DSL Fragment Library by X-ray Crystallography at the XChem facility of Diamond Light Source beamline I04-1. The potential binding ligand(s): [ZN](https://www.rcsb.org/ligand/ZN).,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rlc,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rlc,helicase,SARS-CoV-2,0,2.02
5rld,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z19735981. Its ligands are zinc ions, phosphate ions and 2-phenoxy-1-(pyrrolidin-1-yl)ethan-1-one.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rld,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rld,helicase,SARS-CoV-2,0,2.16
5rle,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z1429867185. Its ligands are zinc ions, phosphate ions and 4-methoxy-1H-indole.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rle,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rle,helicase,SARS-CoV-2,0,2.27
5rlf,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z235341991. Its ligands are zinc ions, phosphate ions and N-(2-methoxy-5-methylphenyl)glycinamide.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rlf,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rlf,helicase,SARS-CoV-2,0,2.08
5rlg,Part of PanDDA analysis group deposition. SARS-Cov-2 helicase NSP13 screened against the DSL Fragment Library by X-ray Crystallography at the XChem facility of Diamond Light Source beamline I04-1. The potential binding ligand(s): [VW1](https://www.rcsb.org/ligand/VW1).,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rlg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rlg,helicase,SARS-CoV-2,0,2.17
5rlh,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z2856434778. Its ligands are zinc ions, phosphate ions and 2-(trifluoromethoxy)benzoic acid.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rlh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rlh,helicase,SARS-CoV-2,0,2.26
5rli,Crystal Structure of SARS-CoV-2 helicase in complex with Z45617795 (PanDDA analysis group deposition). Asymmetric monomer with one unique protein chain. Ligand is N-(2-phenylethyl)methanesulfonamide.,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rli,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rli,helicase,SARS-CoV-2,0,2.3
5rlj,Crystal Structure of PHIP in complex with NCL-00024662 (PanDDA analysis group deposition). Asymmetric monomer with one unique protein chain. Ligand is (4-bromo-2-methoxyphenyl)methanol.,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rlj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rlj,helicase,SARS-CoV-2,0,1.79
5rlk,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z1509882419. Its ligands are zinc iions, phosphate ions and 1-(propan-2-yl)-1H-imidazole-4-sulfonamide.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rlk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rlk,helicase,SARS-CoV-2,0,1.95
5rll,Crystal Structure of SARS-CoV-2 helicase in complex with Z425387594 (PanDDA analysis group deposition). Asymmetric monomer with one unique protein chain. Ligand is 1-(2-ethoxyphenyl)piperazine.,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rll,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rll,helicase,SARS-CoV-2,0,2.24
5rlm,Part of PanDDA analysis group deposition. SARS-Cov-2 helicase NSP13 screened against the DSL Fragment Library by X-ray Crystallography at the XChem facility of Diamond Light Source beamline I04-1. The potential binding ligand(s): [ZN](https://www.rcsb.org/ligand/ZN).,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rlm,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rlm,helicase,SARS-CoV-2,0,1.88
5rln,Crystal Structure of SARS-CoV-2 helicase in complex with Z364328788 (PanDDA analysis group deposition). Ligand is 3-(acetylamino)-4-fluorobenzoic acid.,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rln,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rln,helicase,SARS-CoV-2,0,2.05
5rlo,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z1454310449. Its ligands are zinc ions, phosphate ions and N-[(2-fluorophenyl)methyl]-1H-pyrazol-4-amine.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rlo,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rlo,helicase,SARS-CoV-2,0,2.16
5rlp,Part of PanDDA analysis group deposition. SARS-Cov-2 helicase NSP13 screened against the DSL Fragment Library by X-ray Crystallography at the XChem facility of Diamond Light Source beamline I04-1. The potential binding ligand(s): [ZN](https://www.rcsb.org/ligand/ZN).,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rlp,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rlp,helicase,SARS-CoV-2,0,2.22
5rlq,Part of PanDDA analysis group deposition. SARS-Cov-2 helicase NSP13 screened against the DSL Fragment Library by X-ray Crystallography at the XChem facility of Diamond Light Source beamline I04-1. The potential binding ligand(s): [UVA](https://www.rcsb.org/ligand/UVA).,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rlq,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rlq,helicase,SARS-CoV-2,0,2.06
5rlr,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z822382694. Its ligands are zinc ions, phosphate ions and (1R)-2-(methylsulfonyl)-1-phenylethan-1-ol.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rlr,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rlr,helicase,SARS-CoV-2,0,2.32
5rls,Crystal Structure of SARS-CoV-2 helicase in complex with Z59181945 (PanDDA analysis group deposition). Asymmetric monomer with one unique protein chain. Ligand is N-hydroxyquinoline-2-carboxamide.,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rls,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rls,helicase,SARS-CoV-2,0,2.29
5rlt,Crystal Structure of SARS-CoV-2 helicase in complex with Z53116498 (PanDDA analysis group deposition). Asymmetric monomer with one unique protein chain. Ligand is 3-(2-methyl-1H-benzimidazol-1-yl)propanamide.,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rlt,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rlt,helicase,SARS-CoV-2,0,2.15
5rlu,Crystal Structure of SARS-CoV-2 helicase in complex with Z744754722 (PanDDA analysis group deposition). Asymmetric monomer with one unique protein chain. Ligand is 2-(thiophen-2-yl)-1H-imidazole.,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rlu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rlu,helicase,SARS-CoV-2,0,2.37
5rlv,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z2467208649. Its ligands are zinc ions, phosphate ions and N-(propan-2-yl)-1H-benzimidazol-2-amine.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rlv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rlv,helicase,SARS-CoV-2,0,2.27
5rlw,"Crystal structure of the SARS-CoV-2 helicase in complex with Z45705015. Its ligands are zinc ions, phosphate ions and ~{N}-[2-(4-fluorophenyl)ethyl]methanesulfonamide.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rlw,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rlw,helicase,SARS-CoV-2,0,2.01
5rly,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z2027049478. Its ligands are zinc ions, phosphate ions and 5-(1,3-thiazol-2-yl)-1H-1,2,4-triazole.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rly,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rly,helicase,SARS-CoV-2,0,2.25
5rlz,Crystal Structure of SARS-CoV-2 helicase in complex with Z2293643386 (PanDDA analysis group deposition). Asymmetric monomer with one unique protein chain. Ligand is (3R)-1-acetyl-3-hydroxypiperidine-3-carboxylic acid.,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rlz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rlz,helicase,SARS-CoV-2,0,2.15
5rm0,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z1492796719. Its ligands are zinc ions, phosphate ions and ~{N}-[(3~{R})-1,2,3,4-tetrahydroquinolin-3-yl]ethanamide.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rm0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rm0,helicase,SARS-CoV-2,0,2.0
5rm1,Part of PanDDA analysis group deposition. SARS-Cov-2 helicase NSP13 screened against the DSL Fragment Library by X-ray Crystallography at the XChem facility of Diamond Light Source beamline I04-1. The potential binding ligand(s): [ZN](https://www.rcsb.org/ligand/ZN).,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rm1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rm1,helicase,SARS-CoV-2,0,1.78
5rm2,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z1741964527. Its ligands are zinc ions, phosphate ions and 1-(diphenylmethyl)azetidin-3-ol.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rm2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rm2,helicase,SARS-CoV-2,0,2.0
5rm3,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z1745658474. Its ligands are zinc ions, phosphate ions and 2-(trifluoromethyl)pyrimidine-5-carboxamide.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rm3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rm3,helicase,SARS-CoV-2,0,2.39
5rm4,Part of PanDDA analysis group deposition. SARS-Cov-2 helicase NSP13 screened against the DSL Fragment Library by X-ray Crystallography at the XChem facility of Diamond Light Source beamline I04-1. The potential binding ligand(s): [ZN](https://www.rcsb.org/ligand/ZN).,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rm4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rm4,helicase,SARS-CoV-2,0,2.45
5rm5,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z373768900. Its ligands are zinc ions, phosphate ions and N-(1-ethyl-1H-pyrazol-4-yl)cyclobutanecarboxamide.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rm5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rm5,helicase,SARS-CoV-2,0,2.12
5rm6,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z396380540. Its ligands are zinc ions, phosphate ions and ~{N}-(cyclobutylmethyl)-1,5-dimethyl-pyrazole-4-carboxamide.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rm6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rm6,helicase,SARS-CoV-2,0,2.08
5rm7,"Crystal Structure of the SARS-CoV-2 helicase in complex with Z69118333. Its ligands are zinc ions, phosphate ions and ~{N}-(4-hydroxyphenyl)-3-phenyl-propanamide.",X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/5rm7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/5rm7,helicase,SARS-CoV-2,0,2.05
